OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
1894,0019014,4002,110010019014002,110010019014002,10937,0,46,45,11,34,0,0,0,0,0,0,0,0,6,7,33,0,0,0,0,0,0,0,0,40,10,29,0,0,0,0,0,0,0,0,6,6,28,0,0,0,0,0,0,0,0,19,18,1,2.70235029,439.219347464578,10936.0236423529,0.00422242
1895,0019014,4003,110010019014003,110010019014003,10928,0,46,46,13,33,0,0,0,0,0,0,0,0,2,11,33,0,0,0,0,0,0,0,0,38,8,30,0,0,0,0,0,0,0,0,2,6,30,0,0,0,0,0,0,0,0,17,16,1,2.70018377,439.266538365713,10927.2560290804,0.00421904
1896,0019014,4004,110010019014004,110010019014004,19030,0,68,68,18,41,0,0,1,8,0,0,0,0,8,18,41,0,0,1,0,0,0,0,0,52,16,28,0,0,1,7,0,0,0,0,7,16,28,0,0,1,0,0,0,0,0,24,24,0,4.70211513,561.853190785972,19028.7847953838,0.00734705
1897,0019014,4005,110010019014005,110010019014005,19688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86448935,573.637048809274,19685.8899649236,0.00760076
1898,0019014,4006,110010019014006,110010019014006,8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15263321,413.346068882806,8711.39753010082,0.00336349
1899,0019014,4007,110010019014007,110010019014007,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09670186,173.067343756645,391.338561065076,0.0001511
1900,0019014,4008,110010019014008,110010019014008,11402,0,96,94,14,61,1,2,0,16,1,0,0,0,15,13,61,1,2,0,3,1,0,0,0,71,12,46,1,2,0,9,0,0,0,0,9,11,46,1,2,0,2,0,0,0,0,34,34,0,2.91350538,458.88934249611,11790.5379568982,0.00455235
1901,0019014,4009,110010019014009,110010019014009,11831,0,91,88,4,73,0,0,0,11,1,1,1,0,17,3,69,0,0,0,0,0,1,1,0,79,4,63,0,0,0,9,1,1,1,0,14,3,60,0,0,0,0,0,1,1,0,37,36,1,2.92311331,460.77466943415,11829.419878715,0.00456736
1902,0019014,4010,110010019014010,110010019014010,8647,0,29,29,5,24,0,0,0,0,0,0,0,0,1,4,24,0,0,0,0,0,0,0,0,26,5,21,0,0,0,0,0,0,0,0,1,4,21,0,0,0,0,0,0,0,0,13,13,0,2.13657142,377.679818375107,8646.39778944633,0.00333839
1903,0019014,4011,110010019014011,110010019014011,16410,0,99,99,16,74,0,3,0,6,0,0,0,0,12,10,74,0,3,0,0,0,0,0,0,73,12,58,0,2,0,1,0,0,0,0,5,8,58,0,2,0,0,0,0,0,0,35,32,3,4.05452614,518.514334644916,16408.0851381358,0.0063352
1904,0019014,4012,110010019014012,110010019014012,8003,0,58,57,3,54,0,0,0,0,1,0,0,0,3,0,54,0,0,0,0,1,0,0,0,45,2,42,0,0,0,0,1,0,0,0,2,0,42,0,0,0,0,1,0,0,0,26,24,2,1.97728919,366.275539403528,8001.80544396345,0.00308951
1905,0019014,4013,110010019014013,110010019014013,10964,0,87,84,22,60,0,0,0,2,3,2,2,0,9,15,60,0,0,0,0,3,2,2,0,70,18,48,0,0,0,2,2,2,2,0,9,11,48,0,0,0,0,2,2,2,0,36,35,1,2.70877523,448.822599834137,10962.0244487638,0.00423246
1906,0019014,4014,110010019014014,110010019014014,10885,0,81,81,7,68,6,0,0,0,0,0,0,0,10,5,66,0,0,0,0,0,0,0,0,60,7,49,4,0,0,0,0,0,0,0,8,5,47,0,0,0,0,0,0,0,0,36,34,2,2.68939138,447.290074256836,10883.5807940036,0.00420217
1907,0019014,4015,110010019014015,110010019014015,9955,0,29,29,9,19,1,0,0,0,0,0,0,0,0,9,19,1,0,0,0,0,0,0,0,25,9,15,1,0,0,0,0,0,0,0,0,9,15,1,0,0,0,0,0,0,0,9,9,0,2.45978294,455.043013992717,9954.38838694223,0.00384341
1908,0019021,1000,110010019021000,110010019021000,8340,0,18,13,5,8,0,0,0,0,4,1,0,0,9,1,8,0,0,0,0,0,0,0,0,15,3,7,0,0,0,0,4,1,0,0,7,1,7,0,0,0,0,0,0,0,0,6,6,0,2.06065679,451.220203736764,8339.18215333742,0.00321978
1909,0019021,1001,110010019021001,110010019021001,16086,0,41,41,6,34,0,1,0,0,0,0,0,0,0,6,34,0,1,0,0,0,0,0,0,36,6,29,0,1,0,0,0,0,0,0,0,6,29,0,1,0,0,0,0,0,0,18,17,1,3.97452252,560.037144668662,16084.321999792,0.00621019
1910,0019021,1002,110010019021002,110010019021002,25934,0,71,66,14,52,0,0,0,0,5,3,0,0,2,12,52,0,0,0,0,5,3,0,0,55,13,40,0,0,0,0,2,1,0,0,1,12,40,0,0,0,0,2,1,0,0,31,30,1,6.4078107,673.491108612319,25931.4898767136,0.0100122
1911,0019021,1003,110010019021003,110010019021003,19229,0,94,91,14,51,1,1,0,24,3,0,3,0,30,7,51,0,1,0,2,3,0,3,0,75,13,45,1,1,0,15,0,0,0,0,23,6,45,0,1,0,0,0,0,0,0,32,31,1,4.75114038,560.723024716271,19227.1829775976,0.00742366
1912,0019021,1004,110010019021004,110010019021004,19228,0,82,82,3,78,1,0,0,0,0,0,0,0,2,3,77,0,0,0,0,0,0,0,0,68,3,64,1,0,0,0,0,0,0,0,2,3,63,0,0,0,0,0,0,0,0,35,34,1,4.75096978,561.061924694102,19226.4925782793,0.00742339
1913,0019021,1005,110010019021005,110010019021005,12450,0,82,82,0,72,0,0,0,10,0,0,0,0,8,0,72,0,0,0,2,0,0,0,0,61,0,54,0,0,0,7,0,0,0,0,5,0,54,0,0,0,2,0,0,0,0,25,25,0,3.07604735,476.786857517688,12448.3219810645,0.00480632
1914,0019021,1006,110010019021006,110010019021006,24895,0,96,91,3,78,0,0,0,10,4,3,0,0,12,3,78,0,0,0,0,2,3,0,0,81,3,66,0,0,0,7,4,3,0,0,9,3,66,0,0,0,0,2,3,0,0,41,38,3,6.15120623,631.205373792486,24893.0484387412,0.00961126
1915,0019021,1007,110010019021007,110010019021007,16882,0,67,66,16,42,0,0,0,8,0,0,1,0,11,13,42,0,0,0,0,0,0,1,0,44,12,29,0,0,0,2,0,0,1,0,2,12,29,0,0,0,0,0,0,1,0,35,28,7,4.1711065,526.857216534097,16879.8691288741,0.00651735
1916,0019021,1008,110010019021008,110010019021008,126032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.14012401,1628.30800340767,126019.610858317,0.04865644
1917,0019021,1009,110010019021009,110010019021009,16687,0,49,47,3,44,0,0,0,0,2,0,1,0,0,3,44,0,0,0,0,2,0,1,0,42,3,37,0,0,0,0,2,0,1,0,0,3,37,0,0,0,0,2,0,1,0,24,24,0,4.12301281,521.180476059351,16685.2408538018,0.00644221
1918,0019021,1010,110010019021010,110010019021010,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24572254,150.939497337214,994.403845247603,0.00038394
1919,0019021,1011,110010019021011,110010019021011,10319,0,50,48,4,40,0,4,0,0,1,0,1,0,0,4,40,0,4,0,0,1,0,1,0,40,4,32,0,4,0,0,0,0,0,0,0,4,32,0,4,0,0,0,0,0,0,26,22,4,2.54964857,417.101989538327,10318.0616906243,0.00398383
1920,0019021,1012,110010019021012,110010019021012,20604,0,110,110,5,99,0,0,0,6,0,0,0,0,8,4,98,0,0,0,0,0,0,0,0,91,5,82,0,0,0,4,0,0,0,0,6,4,81,0,0,0,0,0,0,0,0,43,40,3,5.09083164,578.375265552887,20601.8647043859,0.00795442
1921,0019021,1013,110010019021013,110010019021013,12374,0,69,65,0,64,0,1,0,0,4,1,0,0,1,0,64,0,1,0,0,3,1,0,0,57,0,53,0,1,0,0,3,1,0,0,1,0,53,0,1,0,0,2,1,0,0,29,26,3,3.05725809,475.60830754993,12372.2845380837,0.00477697
1922,0019021,1014,110010019021014,110010019021014,35304,0,75,69,3,58,0,1,0,7,5,2,0,0,10,3,57,0,1,0,0,3,2,0,0,63,3,50,0,1,0,5,3,2,0,0,7,3,49,0,1,0,0,2,2,0,0,43,42,1,8.72298578,819.389266034308,35300.6710361277,0.01362967
1923,0019021,1015,110010019021015,110010019021015,12823,0,92,91,23,67,0,1,0,0,1,1,0,0,23,2,65,0,1,0,0,1,1,0,0,69,14,53,0,1,0,0,1,1,0,0,14,2,51,0,1,0,0,1,1,0,0,32,30,2,3.16834122,478.913615686837,12821.8220033939,0.00495053
1924,0019021,1016,110010019021016,110010019021016,12862,0,67,63,9,54,0,0,0,0,4,3,1,0,3,6,54,0,0,0,0,4,3,1,0,57,9,45,0,0,0,0,3,2,1,0,3,6,45,0,0,0,0,3,2,1,0,32,30,2,3.17803275,482.47418379754,12861.0422284527,0.00496568
1925,0019021,1017,110010019021017,110010019021017,12794,0,71,71,6,65,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0,0,0,0,0,64,6,58,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,31,31,0,3.16118993,481.822831109027,12792.8817682909,0.00493936
1926,0019021,1018,110010019021018,110010019021018,12861,0,64,56,3,53,0,0,0,0,8,0,0,0,0,3,53,0,0,0,0,8,0,0,0,55,3,46,0,0,0,0,6,0,0,0,0,3,46,0,0,0,0,6,0,0,0,29,25,4,3.17768282,479.537295699588,12859.626110656,0.00496513
1927,0019021,1019,110010019021019,110010019021019,10340,0,54,54,6,44,0,0,0,4,0,0,0,0,5,5,44,0,0,0,0,0,0,0,0,47,5,38,0,0,0,4,0,0,0,0,5,4,38,0,0,0,0,0,0,0,0,24,23,1,2.5547256,417.483315043008,10338.6077017471,0.00399176
1928,0019022,2000,110010019022000,110010019022000,53820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29795859,1757.8825384349,53814.929123872,0.02077806
1929,0019022,2001,110010019022001,110010019022001,13747,0,34,28,4,23,0,1,0,0,4,4,1,0,5,2,23,0,1,0,0,2,1,1,0,26,4,17,0,1,0,0,3,3,0,0,4,2,17,0,1,0,0,2,1,0,0,16,16,0,3.39650811,482.686000056054,13745.1806537464,0.00530704
1930,0019022,2002,110010019022002,110010019022002,5074,0,11,11,0,11,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,4,3,1,1.25369402,352.815731586064,5073.51969227008,0.0019589
1931,0019022,2003,110010019022003,110010019022003,19520,0,55,55,11,44,0,0,0,0,0,0,0,0,0,11,44,0,0,0,0,0,0,0,0,50,11,39,0,0,0,0,0,0,0,0,0,11,39,0,0,0,0,0,0,0,0,27,25,2,4.82296052,567.86061774053,19517.8287719167,0.00753588
1932,0019022,2004,110010019022004,110010019022004,135815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5573113,1488.05752607661,135801.620765644,0.0524333
1933,0019022,2005,110010019022005,110010019022005,14246,0,48,40,9,31,0,0,0,0,7,2,0,0,6,8,31,0,0,0,0,3,1,0,0,36,7,22,0,0,0,0,6,2,0,0,6,6,22,0,0,0,0,2,1,0,0,20,20,0,3.51981834,489.292110221424,14244.1994381219,0.00549972
1934,0019022,2006,110010019022006,110010019022006,13627,0,62,54,9,44,0,1,0,0,8,6,0,0,0,9,44,0,1,0,0,8,6,0,0,55,9,40,0,1,0,0,5,4,0,0,0,9,40,0,1,0,0,5,4,0,0,27,26,1,3.36701186,503.614906625535,13625.8135834726,0.00526096
1935,0019022,2007,110010019022007,110010019022007,28003,0,65,63,6,55,0,0,0,2,1,1,0,0,2,6,55,0,0,0,0,1,1,0,0,53,4,45,0,0,0,2,1,1,0,0,2,4,45,0,0,0,0,1,1,0,0,29,26,3,6.91891092,690.91258995848,27999.8390856761,0.0108108
1936,0019022,2008,110010019022008,110010019022008,18888,0,14,14,7,5,0,1,0,1,0,0,0,0,1,7,5,0,1,0,0,0,0,0,0,13,6,5,0,1,0,1,0,0,0,0,1,6,5,0,1,0,0,0,0,0,0,5,5,0,4.66679717,618.016080085903,18885.8580793939,0.00729187
1937,0019022,2009,110010019022009,110010019022009,9793,0,78,78,18,41,0,2,0,17,0,0,0,0,25,10,41,0,2,0,0,0,0,0,0,64,13,37,0,2,0,12,0,0,0,0,18,7,37,0,2,0,0,0,0,0,0,36,33,3,2.41954817,476.269205693891,9791.56406262188,0.00378054
1938,0019022,2010,110010019022010,110010019022010,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.58095267,232.505271804269,2351.0320560568,0.00090774
1939,0019022,2011,110010019022011,110010019022011,18178,0,66,64,8,54,0,2,0,0,0,0,0,0,0,8,54,0,2,0,0,0,0,0,0,51,7,42,0,2,0,0,0,0,0,0,0,7,42,0,2,0,0,0,0,0,0,32,28,3,4.49154885,542.337148593095,18176.6533216562,0.00701805
1940,0019022,2012,110010019022012,110010019022012,2317,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.57242457,233.511956327177,2316.52006460164,0.00089441
1941,0019022,2013,110010019022013,110010019022013,26213,0,69,69,10,57,0,1,0,1,0,0,0,0,4,7,57,0,1,0,0,0,0,0,0,59,8,49,0,1,0,1,0,0,0,0,2,7,49,0,1,0,0,0,0,0,0,31,30,1,6.47674329,658.5976848312,26210.4501812663,0.01011991
1942,0019022,2014,110010019022014,110010019022014,21212,0,63,63,12,51,0,0,0,0,0,0,0,0,3,9,51,0,0,0,0,0,0,0,0,57,9,48,0,0,0,0,0,0,0,0,2,7,48,0,0,0,0,0,0,0,0,27,25,2,5.2411966,585.393319952936,21210.3701136479,0.00818937
1943,0019022,2015,110010019022015,110010019022015,21204,0,65,61,10,47,0,3,0,1,4,2,0,0,1,10,47,0,3,0,1,3,1,0,0,58,8,44,0,3,0,1,2,2,0,0,1,8,44,0,3,0,1,1,1,0,0,31,31,0,5.23905495,585.8194225124,21201.7031577853,0.00818602
1944,0019022,2016,110010019022016,110010019022016,21239,0,23,22,0,18,0,4,0,0,1,0,1,0,2,0,16,0,4,0,0,1,0,1,0,20,0,16,0,4,0,0,0,0,0,0,2,0,14,0,4,0,0,0,0,0,0,10,8,2,5.24765162,586.053662050719,21236.4926721307,0.00819946
1945,0019022,2017,110010019022017,110010019022017,21140,0,64,61,10,51,0,0,0,0,2,0,1,0,2,9,50,0,0,0,0,2,0,1,0,54,10,43,0,0,0,0,0,0,1,0,2,9,42,0,0,0,0,0,0,1,0,29,28,1,5.22321024,585.405377772979,21137.5818956998,0.00816127
1946,0019022,2018,110010019022018,110010019022018,14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46479282,504.338697442882,14021.5190670165,0.00541374
1947,0019022,2019,110010019022019,110010019022019,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19846676,131.353618871687,803.166467481036,0.0003101
1948,0020011,1000,110010020011000,110010020011000,8499,0,96,92,23,44,0,0,0,25,4,1,0,0,46,2,44,0,0,0,0,4,1,0,0,74,15,39,0,0,0,16,4,1,0,0,29,2,39,0,0,0,0,4,1,0,0,50,41,9,2.10003994,413.210470348771,8498.56011326123,0.00328131
1949,0020011,1001,110010020011001,110010020011001,51632,0,622,608,84,296,4,25,0,199,9,6,0,0,273,33,286,0,22,0,5,3,2,0,0,478,60,246,4,17,0,140,8,6,0,0,197,25,238,0,15,0,0,3,2,0,0,269,251,18,12.75726297,955.368701105025,51626.8115822271,0.01993322
1950,0025023,3003,110010025023003,110010025023003,31198,0,271,261,71,134,2,7,0,47,4,1,3,0,62,59,128,2,7,0,7,3,0,3,0,231,66,113,2,7,0,37,2,1,3,0,47,56,110,2,7,0,5,1,0,3,0,108,101,7,7.70850872,762.112652839921,31195.2280230811,0.01204454
1951,0025023,3004,110010025023004,110010025023004,25994,0,273,252,72,120,0,6,0,54,5,1,5,8,112,35,114,0,5,0,2,2,1,3,0,219,63,94,0,6,0,42,4,1,2,5,86,33,91,0,5,0,2,1,1,1,0,74,67,7,6.42268982,712.784175832408,25991.7035349108,0.01003545
1952,0025023,3005,110010025023005,110010025023005,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17680659,147.743182191482,715.510870678808,0.00027626
1953,0025024,4000,110010025024000,110010025024000,17145,0,417,362,120,109,3,6,1,123,10,3,3,34,263,40,102,1,6,1,0,4,2,0,0,322,91,82,3,6,0,95,9,3,2,27,198,35,78,1,6,0,0,4,2,0,0,134,126,8,4.23629578,544.942770763645,17143.6807767892,0.00661921
1954,0025024,4001,110010025024001,110010025024001,34656,0,129,120,47,57,1,5,0,10,5,2,4,0,22,43,54,1,5,0,0,3,2,1,0,110,41,52,1,4,0,6,4,2,2,0,14,37,50,1,4,0,0,3,2,1,0,53,53,0,8.56275795,902.043692585851,34652.2520189941,0.01337931
1955,0025024,4002,110010025024002,110010025024002,70210,0,1096,948,265,329,11,12,0,331,20,4,5,93,635,117,320,1,12,0,2,6,2,5,0,884,224,293,9,10,0,235,15,3,3,66,472,110,285,0,10,0,1,4,1,3,0,492,415,77,17.3477329,1101.9897010812,70203.7842873653,0.02710583
1956,0025024,4003,110010025024003,110010025024003,15277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77465835,609.410869347955,15275.5003904777,0.0058979
1957,0025024,4004,110010025024004,110010025024004,23663,0,534,499,120,155,9,12,0,203,4,10,4,2,365,28,124,1,12,0,1,2,0,3,0,394,101,101,6,10,0,146,4,8,4,2,280,26,74,0,10,0,1,2,0,3,0,163,162,1,5.84664572,836.776878315834,23660.5357665776,0.00913538
1958,0026001,1000,110010026001000,110010026001000,20388,0,42,41,9,21,0,0,0,11,1,0,1,0,9,9,21,0,0,0,2,1,0,1,0,37,7,20,0,0,0,9,1,0,1,0,7,7,20,0,0,0,2,1,0,1,0,16,15,1,5.03737277,583.076183594933,20385.5243485882,0.00787089
1959,0026001,1001,110010026001001,110010026001001,29171,0,88,80,42,31,0,5,0,2,5,5,3,0,7,40,31,0,5,0,1,1,1,3,0,74,35,27,0,5,0,2,2,2,3,0,4,33,27,0,5,0,1,1,1,3,0,38,36,2,7.20751665,733.542624681226,29167.7850625014,0.01126174
1960,0026001,1002,110010026001002,110010026001002,21505,0,54,54,27,26,1,0,0,0,0,0,0,0,1,26,26,1,0,0,0,0,0,0,0,41,21,19,1,0,0,0,0,0,0,0,1,20,19,1,0,0,0,0,0,0,0,21,21,0,5.31345952,601.875571513733,21502.8077929589,0.00830228
1961,0026001,1003,110010026001003,110010026001003,33238,0,46,46,25,21,0,0,0,0,0,0,0,0,1,24,21,0,0,0,0,0,0,0,0,35,19,16,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,0,0,20,19,1,8.21248012,831.354265355489,33234.7279306194,0.012832
1962,0026001,1004,110010026001004,110010026001004,384815,0,374,343,153,143,0,19,0,28,20,5,6,2,59,130,138,0,19,0,2,16,4,6,2,334,145,133,0,16,0,22,14,5,2,2,50,124,128,0,16,0,2,11,4,2,2,247,225,20,95.08042488,5373.59402326791,384776.828085183,0.14856316
1963,0026001,1005,110010026001005,110010026001005,23915,0,48,45,24,20,0,1,0,0,0,0,0,0,3,24,20,0,1,0,0,0,0,0,0,35,16,15,0,1,0,0,0,0,0,0,3,16,15,0,1,0,0,0,0,0,0,18,17,1,5.90887514,640.621607469293,23912.3693021489,0.00923262
1964,0026001,1006,110010026001006,110010026001006,22283,0,46,44,34,10,0,0,0,0,2,2,0,0,1,33,10,0,0,0,0,2,2,0,0,37,27,8,0,0,0,0,2,2,0,0,1,26,8,0,0,0,0,2,2,0,0,17,17,0,5.50566451,613.308961182974,22280.6337860737,0.0086026
1965,0026001,1007,110010026001007,110010026001007,9667,0,19,19,9,10,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,7,7,0,2.38857541,379.781834769722,9666.22173055759,0.00373215
1966,0026001,1008,110010026001008,110010026001008,31935,0,69,67,30,37,0,0,0,0,2,0,1,0,1,29,37,0,0,0,0,2,0,1,0,59,26,33,0,0,0,0,0,0,0,0,1,25,33,0,0,0,0,0,0,0,0,32,30,2,7.89056471,780.726079547567,31931.9824648975,0.01232901
1967,0026001,1009,110010026001009,110010026001009,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53185153,1473.17188660629,6199.18319805357,0.00239352
1968,0027013,3000,110010027013000,110010027013000,128666,0,482,463,372,64,3,18,0,6,7,2,12,0,41,343,61,2,18,0,1,5,2,10,0,401,312,53,3,17,0,4,5,3,7,0,33,288,51,2,17,0,1,3,2,6,0,220,211,9,31.87181228,2178.60214399337,128980.648199222,0.04979971
1969,0027013,3001,110010027013001,110010027013001,21432,0,256,236,191,26,1,11,0,7,8,4,0,0,30,179,23,0,11,0,0,5,0,0,0,210,165,22,1,11,0,6,2,3,0,0,21,158,19,0,11,0,0,1,0,0,0,114,102,11,5.29545344,622.818829239993,21429.9397442051,0.00827415
1970,0027013,3002,110010027013002,110010027013002,81700,0,141,138,123,7,2,6,0,0,0,0,3,0,10,115,7,0,6,0,0,0,0,3,0,116,104,6,0,6,0,0,0,0,0,0,7,97,6,0,6,0,0,0,0,0,0,56,55,1,20.18657644,1228.29727672466,81692.1764896881,0.03154153
1971,0027014,4000,110010027014000,110010027014000,55776,0,1929,1839,707,628,17,84,0,403,51,35,26,9,813,361,603,12,78,0,16,34,20,17,4,1686,638,574,15,76,0,307,44,33,20,8,639,355,552,11,72,0,15,30,18,14,4,1215,1103,112,13.7721974,1300.04820658244,55734.1054913006,0.02151906
1972,0027021,1000,110010027021000,110010027021000,24768,0,708,679,367,124,8,61,0,119,12,4,8,3,234,281,113,1,59,0,4,6,2,8,3,653,355,111,6,54,0,104,10,4,7,3,200,279,101,1,53,0,4,6,2,7,3,428,401,27,6.1196279,700.464212773244,24765.2554854132,0.00956192
1973,0027021,1001,110010027021001,110010027021001,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75207236,341.44279079858,3043.5288737606,0.00117511
1974,0027021,1002,110010027021002,110010027021002,3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8561755,251.589345444779,3464.81930451987,0.00133777
1975,0027021,1003,110010027021003,110010027021003,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38290984,217.31636051406,1549.58116175164,0.0005983
1976,0027021,1004,110010027021004,110010027021004,24199,0,685,644,250,58,26,16,1,293,6,4,5,1,533,76,44,4,16,0,6,3,2,3,0,576,216,55,18,14,1,233,6,4,5,1,436,74,42,1,14,0,3,3,2,3,0,305,273,32,5.97913586,713.210767244611,24196.7043629454,0.0093424
1977,0027021,1005,110010027021005,110010027021005,7679,0,97,95,82,11,0,2,0,0,0,0,2,0,18,65,10,0,2,0,0,0,0,2,0,94,79,11,0,2,0,0,0,0,2,0,17,63,10,0,2,0,0,0,0,2,0,58,56,2,1.89738598,354.249564837704,7678.44865463585,0.00296467
1978,0027021,1006,110010027021006,110010027021006,12773,0,118,109,83,4,3,6,0,13,0,4,1,0,32,73,4,3,6,0,0,0,0,0,0,103,75,4,2,6,0,11,0,4,0,0,25,66,4,2,6,0,0,0,0,0,0,48,46,2,3.15601693,461.806376737909,12771.9473913651,0.00493128
1979,0027022,2000,110010027022000,110010027022000,23549,0,270,259,224,18,3,5,0,9,3,1,4,0,42,198,18,0,5,0,0,2,1,3,0,249,208,15,3,5,0,8,2,1,4,0,36,186,15,0,5,0,0,2,1,3,0,124,118,6,5.98276407,660.963504853586,24211.3872097012,0.00934807
1980,0027022,2001,110010027022001,110010027022001,20686,0,300,293,265,15,1,9,0,3,2,2,1,0,19,251,14,1,9,0,1,2,1,1,0,273,242,14,1,8,0,3,0,2,1,0,15,232,13,1,8,0,1,0,1,1,0,129,123,6,5.11106405,613.821144966766,20683.7423902593,0.00798604
1981,0027022,2002,110010027022002,110010027022002,20691,0,269,257,191,33,3,7,0,23,1,2,5,3,41,178,33,2,6,0,3,0,1,5,3,221,158,29,3,7,0,14,1,2,3,1,35,145,29,2,6,0,0,0,1,3,1,91,88,3,5.11237842,620.995181033498,20689.0614287329,0.00798809
1982,0027022,2003,110010027022003,110010027022003,20662,0,183,175,125,31,0,13,0,6,4,4,1,0,26,112,28,0,13,0,1,1,1,1,0,162,110,31,0,12,0,6,1,2,0,0,22,98,28,0,12,0,1,0,1,0,0,70,68,2,5.10509691,620.191459092778,20659.5942050211,0.00797671
1983,0027022,2004,110010027022004,110010027022004,18348,0,275,185,150,27,0,8,0,0,2,0,1,0,8,142,27,0,8,0,0,2,0,1,0,173,140,22,0,8,0,0,2,0,1,0,8,132,22,0,8,0,0,2,0,1,0,123,83,4,4.53338248,922.00520290455,18345.9479873175,0.00708341
1984,0027022,2005,110010027022005,110010027022005,21346,0,288,282,232,34,1,12,0,3,1,3,3,0,14,222,33,1,12,0,1,1,2,3,0,243,196,29,1,10,0,3,1,2,2,0,9,190,28,1,10,0,1,1,2,2,0,116,110,6,5.62800929,1250.37988148303,22775.7455344337,0.00879376
