OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
1803,0017021,1016,110010017021016,110010017021016,26823,0,97,92,34,51,0,7,0,0,5,4,0,0,13,29,43,0,7,0,0,5,4,0,0,71,26,35,0,6,0,0,4,3,0,0,7,25,29,0,6,0,0,4,3,0,0,32,32,0,6.6276539,707.01780396315,26821.1637617858,0.01035571
1804,0017021,1017,110010017021017,110010017021017,15667,0,28,24,14,10,0,0,0,0,4,2,0,1,1,13,10,0,0,0,0,4,2,0,1,27,14,9,0,0,0,0,4,2,0,1,1,13,9,0,0,0,0,4,2,0,1,16,16,0,3.87114642,501.332778161794,15665.9737644352,0.00604867
1805,0017021,1018,110010017021018,110010017021018,19245,0,55,50,24,22,0,4,0,0,5,2,0,0,1,23,22,0,4,0,0,5,2,0,0,44,20,18,0,3,0,0,3,2,0,0,1,19,18,0,3,0,0,3,2,0,0,23,21,2,4.75518577,561.226335936526,19243.5540656762,0.00742998
1806,0017021,1019,110010017021019,110010017021019,19219,0,103,100,46,49,1,2,0,2,3,0,0,0,6,42,49,1,2,0,0,3,0,0,0,89,38,44,0,2,0,2,3,0,0,0,5,35,44,0,2,0,0,3,0,0,0,63,62,1,4.74854108,554.342048509625,19216.6639624022,0.0074196
1807,0017021,1020,110010017021020,110010017021020,8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10569252,643.300778602239,8521.43529860871,0.00329014
1808,0017021,1021,110010017021021,110010017021021,10426,0,43,43,0,43,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,27,24,3,2.5759776,456.907723521434,10424.611507224,0.00402497
1809,0017021,1022,110010017021022,110010017021022,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35343254,184.432811375742,1430.29076390344,0.00055224
1810,0017021,1023,110010017021023,110010017021023,9035,0,21,20,1,19,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,20,1,18,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,11,11,0,2.23232672,444.003791085191,9033.90572100568,0.00348801
1811,0017021,1024,110010017021024,110010017021024,11481,0,57,50,5,43,0,2,0,0,7,5,2,0,0,5,43,0,2,0,0,7,5,2,0,43,4,35,0,2,0,0,2,2,0,0,0,4,35,0,2,0,0,2,2,0,0,20,20,0,2.83668122,453.062469982059,11479.6416069878,0.00443231
1812,0017021,1025,110010017021025,110010017021025,11461,0,44,43,7,36,0,0,0,0,1,1,0,0,1,6,36,0,0,0,0,1,1,0,0,36,6,29,0,0,0,0,1,1,0,0,1,5,29,0,0,0,0,1,1,0,0,19,19,0,2.83189936,452.752910289844,11460.2901105705,0.00442484
1813,0017021,1026,110010017021026,110010017021026,13442,0,55,55,19,33,0,0,0,3,0,0,0,0,14,10,31,0,0,0,0,0,0,0,0,45,13,29,0,0,0,3,0,0,0,0,9,7,29,0,0,0,0,0,0,0,0,19,19,0,3.32136638,479.275852996648,13441.0928735,0.00518963
1814,0017021,1027,110010017021027,110010017021027,19752,0,60,59,38,17,2,2,0,0,0,0,1,0,5,34,17,1,2,0,0,0,0,1,0,49,28,16,2,2,0,0,0,0,1,0,2,27,16,1,2,0,0,0,0,1,0,24,21,3,4.88036055,563.188984657326,19750.1184205424,0.00762556
1815,0017021,1028,110010017021028,110010017021028,24273,0,48,48,20,27,0,1,0,0,0,0,0,0,0,20,27,0,1,0,0,0,0,0,0,42,17,24,0,1,0,0,0,0,0,0,0,17,24,0,1,0,0,0,0,0,0,22,22,0,5.9974915,624.063821145366,24270.9869836379,0.00937108
1816,0017021,1029,110010017021029,110010017021029,24418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03316884,624.584309745458,24415.3680578812,0.00942683
1817,0017022,2000,110010017022000,110010017022000,62622,0,184,173,53,103,0,10,0,7,7,2,3,0,17,46,103,0,9,0,0,6,2,3,0,167,51,92,0,10,0,6,4,2,3,0,14,45,92,0,9,0,0,4,2,3,0,121,111,10,15.26582647,1060.12224444985,61778.6078749498,0.02385285
1818,0017022,2001,110010017022001,110010017022001,20703,0,117,111,86,6,0,8,0,11,3,0,3,1,18,77,6,0,8,0,3,3,0,2,0,106,78,6,0,8,0,9,3,0,2,0,14,71,6,0,8,0,2,3,0,2,0,61,61,0,5.11538307,594.496759659992,20701.2208400838,0.00799279
1819,0017022,2002,110010017022002,110010017022002,12882,0,31,29,16,11,0,0,1,1,1,1,1,0,4,14,11,0,0,1,0,0,0,1,0,30,15,11,0,0,1,1,1,1,1,0,4,13,11,0,0,1,0,0,0,1,0,20,20,0,3.2239971,459.445693259078,13047.0533847549,0.0050375
1820,0017022,2003,110010017022003,110010017022003,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54570383,231.850828533123,2208.3850599338,0.00085266
1821,0017022,2004,110010017022004,110010017022004,26434,0,30,27,14,13,0,0,0,0,3,2,0,0,0,14,13,0,0,0,0,3,2,0,0,26,12,13,0,0,0,0,1,1,0,0,0,12,13,0,0,0,0,1,1,0,0,13,12,1,6.40687359,766.424375015944,25927.6975235733,0.01001074
1822,0017022,2005,110010017022005,110010017022005,26671,0,19,18,12,2,0,4,0,0,0,1,0,0,1,12,1,0,4,0,0,0,1,0,0,19,12,2,0,4,0,0,0,1,0,0,1,12,1,0,4,0,0,0,1,0,0,1,1,0,6.52614003,761.019657433,26410.3516885116,0.01019709
1823,0016004,4014,110010016004014,110010016004014,0,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81977743,1903.58504156746,7364.37796778595,0.0028434
1824,0016004,4015,110010016004015,110010016004015,29510,0,44,39,11,28,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,0,0,0,0,30,9,21,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,0,18,15,1,7.29131722,770.819133532582,29506.9139353318,0.01139268
1825,0016004,4016,110010016004016,110010016004016,41651,0,74,71,23,47,0,1,0,0,3,1,0,0,2,22,46,0,1,0,0,3,1,0,0,67,21,43,0,1,0,0,2,1,0,0,2,20,42,0,1,0,0,2,1,0,0,36,35,1,10.29123994,1052.63683146926,41647.1704298466,0.01608006
1826,0016004,4017,110010016004017,110010016004017,24648,0,74,70,26,44,0,0,0,0,4,1,0,0,4,24,42,0,0,0,0,4,1,0,0,66,23,41,0,0,0,0,2,1,0,0,4,21,39,0,0,0,0,2,1,0,0,35,35,0,6.09011431,755.040819466325,24645.818221463,0.0095158
1827,0016004,4018,110010016004018,110010016004018,22385,0,56,56,18,36,0,0,0,2,0,0,0,0,1,17,36,0,0,0,2,0,0,0,0,46,11,34,0,0,0,1,0,0,0,0,1,10,34,0,0,0,1,0,0,0,0,22,21,1,5.53095847,717.841458345632,22382.9947878471,0.00864212
1828,0016004,4019,110010016004019,110010016004019,23634,0,25,27,9,16,1,1,0,0,0,1,0,0,0,9,16,1,1,0,0,0,1,0,0,27,9,16,1,1,0,0,0,0,0,0,0,9,16,1,1,0,0,0,0,0,0,11,13,0,5.83940884,624.19010800193,23631.2491607775,0.00912408
1829,0016004,4020,110010016004020,110010016004020,16775,0,24,24,4,20,0,0,0,0,0,0,0,0,1,3,20,0,0,0,0,0,0,0,0,21,4,17,0,0,0,0,0,0,0,0,1,3,17,0,0,0,0,0,0,0,0,8,8,0,4.144685,526.386683818384,16772.9451059051,0.00647607
1830,0016004,4021,110010016004021,110010016004021,66136,0,41,41,13,27,0,0,0,1,0,0,0,0,1,13,27,0,0,0,0,0,0,0,0,36,10,25,0,0,0,1,0,0,0,0,1,10,25,0,0,0,0,0,0,0,0,20,19,1,16.34092618,1080.9073655194,66129.3820566833,0.0255327
1831,0016004,4022,110010016004022,110010016004022,40745,0,75,80,28,49,3,0,0,0,0,0,0,0,6,27,47,0,0,0,0,0,0,0,0,72,24,46,2,0,0,0,0,0,0,0,5,23,44,0,0,0,0,0,0,0,0,37,37,2,10.06728585,1033.37072700775,40740.8603874585,0.01573013
1832,0016004,4023,110010016004023,110010016004023,31919,0,52,47,15,32,0,0,0,0,5,3,0,0,3,12,32,0,0,0,0,5,3,0,0,44,12,28,0,0,0,0,4,3,0,0,2,10,28,0,0,0,0,4,3,0,0,22,22,0,7.88668773,735.350611690023,31916.2928828448,0.01232295
1833,0016004,4024,110010016004024,110010016004024,27841,0,58,56,12,44,0,0,0,0,2,0,0,0,9,11,36,0,0,0,0,2,0,0,0,48,12,35,0,0,0,0,1,0,0,0,6,11,30,0,0,0,0,1,0,0,0,25,24,1,6.78350637,788.598663686032,27451.8763003333,0.01059923
1834,0026001,1010,110010026001010,110010026001010,17172,0,35,35,25,8,0,0,0,2,0,0,0,0,2,25,8,0,0,0,0,0,0,0,0,34,24,8,0,0,0,2,0,0,0,0,2,24,8,0,0,0,0,0,0,0,0,16,15,1,4.24275699,502.674384862421,17169.828387078,0.00662931
1835,0026001,1011,110010026001011,110010026001011,18438,0,40,40,24,15,1,0,0,0,0,0,0,0,2,22,15,1,0,0,0,0,0,0,0,33,19,13,1,0,0,0,0,0,0,0,1,18,13,1,0,0,0,0,0,0,0,13,13,0,4.55565657,581.550874131962,18436.0880294793,0.00711821
1836,0026001,1012,110010026001012,110010026001012,90633,0,44,45,28,15,0,2,0,0,0,0,0,0,1,27,15,0,2,0,0,0,0,0,0,39,23,14,0,2,0,0,0,0,0,0,1,22,14,0,2,0,0,0,0,0,0,18,18,1,22.39379944,1576.97870681802,90624.4910791986,0.03499031
1837,0026001,1013,110010026001013,110010026001013,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42323487,555.810572800384,5759.62718918305,0.0022238
1838,0026001,1014,110010026001014,110010026001014,0,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41526652,708.168432427395,5727.38041173245,0.00221135
1839,0026001,1015,110010026001015,110010026001015,0,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26794433,610.099723443208,5131.18865185408,0.00198116
1840,0026001,1016,110010026001016,110010026001016,6230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53938168,548.645688573023,6229.65662333984,0.00240528
1841,0026001,1017,110010026001017,110010026001017,18472,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4.5640309,1570.24037708296,18469.9777618581,0.0071313
1842,0026001,1018,110010026001018,110010026001018,43880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84178758,1521.40667876341,43875.1577099859,0.01694029
1843,0026001,1019,110010026001019,110010026001019,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36038883,359.581347549198,1458.4418394438,0.00056311
1844,0026001,1020,110010026001020,110010026001020,35,19149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74007303,2323.10993945078,19182.3949655872,0.00740636
1845,0026001,1021,110010026001021,110010026001021,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54640095,669.703196473067,6258.06262042782,0.00241625
1846,0026001,1022,110010026001022,110010026001022,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81383221,378.767033095782,3293.46211148132,0.00127161
1847,0026001,1023,110010026001023,110010026001023,17604,0,23,20,5,15,0,0,0,0,3,1,0,0,0,5,15,0,0,0,0,3,1,0,0,23,5,15,0,0,0,0,3,1,0,0,0,5,15,0,0,0,0,3,1,0,0,13,13,0,4.34953101,537.687884314522,17601.927502892,0.00679614
1848,0026002,2000,110010026002000,110010026002000,186875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.17318263,3070.14958290201,186856.240668992,0.0721456
1849,0026002,2001,110010026002001,110010026002001,18861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66011372,2196.87211146128,18858.8111382846,0.00728143
1850,0026002,2002,110010026002002,110010026002002,344,18650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69325336,2260.54072335464,18992.922495445,0.00733321
1851,0026002,2003,110010026002003,110010026002003,0,13653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37338497,1855.29677696628,13651.6046004407,0.00527091
1852,0026002,2004,110010026002004,110010026002004,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06629642,72.6537578128303,268.292104937881,0.00010359
1853,0026002,2005,110010026002005,110010026002005,14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53974399,1582.96952599592,14324.8356895754,0.00553085
1854,0026002,2006,110010026002006,110010026002006,474450,0,128,128,44,77,0,4,0,3,0,0,0,0,6,40,77,0,4,0,1,0,0,0,0,109,42,63,0,1,0,3,0,0,0,0,5,39,63,0,1,0,1,0,0,0,0,61,57,4,115.88784723,4784.14664359955,468981.478836801,0.18107476
1855,0026002,2007,110010026002007,110010026002007,13729,0,21,21,3,18,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,19,3,16,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,14,12,2,3.39212685,526.468130552854,13727.4503269779,0.0053002
1856,0026002,2008,110010026002008,110010026002008,51438,0,101,93,23,70,0,0,0,0,4,1,0,0,10,17,70,0,0,0,0,4,1,0,0,78,19,54,0,0,0,0,3,1,0,0,6,15,54,0,0,0,0,3,1,0,0,39,37,2,12.70928172,1118.46755697868,51432.6383561354,0.01985825
1857,0026002,2009,110010026002009,110010026002009,13093,0,30,30,7,22,1,0,0,0,0,0,0,0,0,7,22,1,0,0,0,0,0,0,0,26,5,20,1,0,0,0,0,0,0,0,0,5,20,1,0,0,0,0,0,0,0,13,13,0,3.23503432,511.644887032823,13091.719424921,0.00505474
1858,0026002,2010,110010026002010,110010026002010,54488,0,69,67,28,38,0,0,0,1,2,0,0,0,2,27,38,0,0,0,0,2,0,0,0,54,23,30,0,0,0,1,0,0,0,0,2,22,30,0,0,0,0,0,0,0,0,30,28,2,13.46337278,1133.10292067762,54484.3366160317,0.02103652
1859,0026002,2011,110010026002011,110010026002011,16842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49932033,601.145066992643,22254.9597789212,0.00859269
1860,0026002,2012,110010026002012,110010026002012,13075,0,36,36,14,20,0,2,0,0,0,0,0,0,0,14,20,0,2,0,0,0,0,0,0,28,12,14,0,2,0,0,0,0,0,0,0,12,14,0,2,0,0,0,0,0,0,13,13,0,3.23171456,512.482178361693,13078.2848407754,0.00504955
1861,0026002,2013,110010026002013,110010026002013,19,33344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.243378,1872.62423108639,33359.7672160238,0.01288028
1862,0026002,2014,110010026002014,110010026002014,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12726688,180.193610402317,515.030790924383,0.00019885
1863,0026002,2015,110010026002015,110010026002015,71072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56052671,1268.32080658478,71064.9302982091,0.02743832
1864,0019011,1011,110010019011011,110010019011011,9937,0,96,96,2,58,1,2,0,33,0,0,0,0,33,2,58,1,2,0,0,0,0,0,0,71,2,45,1,2,0,21,0,0,0,0,21,2,45,1,2,0,0,0,0,0,0,29,26,3,2.45535429,409.690447376039,9936.46625960988,0.00383649
1865,0019011,1012,110010019011012,110010019011012,17467,0,78,77,10,63,3,0,0,1,1,1,0,0,11,3,63,0,0,0,0,1,1,0,0,67,10,53,2,0,0,1,1,1,0,0,10,3,53,0,0,0,0,1,1,0,0,33,31,2,4.31572768,537.159709022975,17465.1302716775,0.00674332
1866,0019011,1013,110010019011013,110010019011013,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24324285,330.986297029735,5031.22532106863,0.00194257
1867,0019012,2000,110010019012000,110010019012000,14506,0,121,112,13,99,0,0,0,0,9,4,0,2,0,13,99,0,0,0,0,9,4,0,2,106,12,85,0,0,0,0,9,4,0,2,0,12,85,0,0,0,0,9,4,0,2,50,47,3,3.58410218,572.968736849669,14504.3469155195,0.00560016
1868,0019012,2001,110010019012001,110010019012001,10045,0,71,68,8,59,0,1,0,0,3,0,3,0,3,6,58,0,1,0,0,3,0,3,0,54,6,45,0,1,0,0,2,0,2,0,2,4,45,0,1,0,0,2,0,2,0,24,22,2,2.48198911,415.857053247745,10044.2535847067,0.00387811
1869,0019012,2002,110010019012002,110010019012002,9939,0,53,51,5,46,0,0,0,0,2,2,2,0,0,5,46,0,0,0,0,2,2,2,0,48,4,42,0,0,0,0,2,2,2,0,0,4,42,0,0,0,0,2,2,2,0,21,19,2,2.45585722,413.472226113041,9938.50155286616,0.00383728
1870,0019012,2003,110010019012003,110010019012003,10033,0,71,70,18,52,0,0,0,0,1,0,0,0,17,2,51,0,0,0,0,1,0,0,0,50,11,38,0,0,0,0,1,0,0,0,10,2,37,0,0,0,0,1,0,0,0,29,26,3,2.47897314,436.822214335747,10032.0483726505,0.0038734
1871,0019012,2004,110010019012004,110010019012004,20376,0,61,56,0,37,0,0,0,19,5,5,0,0,19,0,37,0,0,0,0,5,5,0,0,47,0,30,0,0,0,13,4,4,0,0,13,0,30,0,0,0,0,4,4,0,0,18,18,0,5.03448682,572.922956795434,20373.845333106,0.00786639
1872,0019012,2005,110010019012005,110010019012005,18075,0,103,103,0,98,1,1,0,3,0,0,0,0,7,0,94,1,1,0,0,0,0,0,0,90,0,85,1,1,0,3,0,0,0,0,4,0,84,1,1,0,0,0,0,0,0,47,45,2,4.46609796,542.427254101296,18073.657223346,0.00697828
1873,0019012,2006,110010019012006,110010019012006,13127,0,100,96,5,91,0,0,0,0,3,3,1,0,3,5,90,0,0,0,0,1,1,1,0,87,5,78,0,0,0,0,3,3,1,0,3,5,77,0,0,0,0,1,1,1,0,44,44,0,3.24339881,560.736476732016,13125.5693234977,0.00506781
1874,0019012,2007,110010019012007,110010019012007,14475,0,98,98,9,89,0,0,0,0,0,0,0,0,1,8,89,0,0,0,0,0,0,0,0,85,9,76,0,0,0,0,0,0,0,0,1,8,76,0,0,0,0,0,0,0,0,44,44,0,3.57652115,573.674219818204,14473.6675931643,0.00558831
1875,0019012,2008,110010019012008,110010019012008,13156,0,146,141,17,113,1,0,0,10,3,1,0,0,24,7,113,1,0,0,0,1,0,0,0,111,15,85,1,0,0,7,2,1,0,0,17,7,85,1,0,0,0,1,0,0,0,66,62,4,3.25067104,561.455432120308,13154.998957457,0.00507917
1876,0019012,2009,110010019012009,110010019012009,10004,0,78,75,6,60,0,0,0,9,3,1,0,0,15,1,60,0,0,0,0,2,1,0,0,64,4,52,0,0,0,6,2,1,0,0,10,1,52,0,0,0,0,1,1,0,0,26,26,0,2.47176961,436.408901106107,10002.8967076976,0.00386214
1877,0019012,2010,110010019012010,110010019012010,18172,0,34,34,5,29,0,0,0,0,0,0,0,0,3,2,29,0,0,0,0,0,0,0,0,31,3,28,0,0,0,0,0,0,0,0,1,2,28,0,0,0,0,0,0,0,0,21,20,1,4.48985271,542.700313564303,18169.7892881363,0.00701539
1878,0019012,2011,110010019012011,110010019012011,19358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78311696,563.859875151839,19356.5875715744,0.00747362
1879,0019013,3000,110010019013000,110010019013000,14162,0,129,119,20,82,0,0,0,17,7,7,0,0,29,17,76,0,0,0,0,7,6,0,0,105,14,75,0,0,0,11,3,3,0,0,18,12,72,0,0,0,0,3,2,0,0,56,48,8,3.49924209,570.094779615153,14160.9303126527,0.00546757
1880,0019013,3001,110010019013001,110010019013001,9790,0,102,100,5,72,0,0,0,23,2,0,1,0,23,5,72,0,0,0,0,2,0,1,0,77,4,57,0,0,0,14,2,0,1,0,14,4,57,0,0,0,0,2,0,1,0,30,30,0,2.41885161,433.789922490698,9788.7451697005,0.00377946
1881,0019013,3002,110010019013002,110010019013002,9789,0,81,79,0,76,3,0,0,0,2,0,0,1,8,0,71,0,0,0,0,2,0,0,1,62,0,57,3,0,0,0,2,0,0,1,6,0,54,0,0,0,0,2,0,0,1,31,27,4,2.41857354,433.130727765145,9787.61985931445,0.00377902
1882,0019013,3003,110010019013003,110010019013003,17656,0,42,42,6,23,7,1,0,5,0,0,0,0,21,0,20,0,1,0,0,0,0,0,0,34,5,18,7,1,0,3,0,0,0,0,16,0,17,0,1,0,0,0,0,0,0,9,8,1,4.362585,531.92054930527,17654.7551427886,0.00681654
1883,0019013,3004,110010019013004,110010019013004,19163,0,27,26,3,23,0,0,0,0,1,0,0,0,0,3,23,0,0,0,0,1,0,0,0,19,3,16,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,12,11,1,4.73491682,555.155334494903,19161.5285422027,0.00739831
1884,0019013,3005,110010019013005,110010019013005,20013,0,63,63,5,47,0,0,0,11,0,0,0,0,11,5,47,0,0,0,0,0,0,0,0,51,2,40,0,0,0,9,0,0,0,0,9,2,40,0,0,0,0,0,0,0,0,23,22,1,4.94488638,567.723123133362,20011.2452118517,0.00772638
1885,0019013,3006,110010019013006,110010019013006,9922,0,87,80,23,50,0,0,0,7,7,0,0,0,23,9,48,0,0,0,0,7,0,0,0,63,16,40,0,0,0,5,2,0,0,0,16,7,38,0,0,0,0,2,0,0,0,36,32,4,2.45160114,435.371910766749,9921.2778213848,0.00383063
1886,0019013,3007,110010019013007,110010019013007,14467,0,166,166,11,103,0,5,0,47,0,0,0,0,61,9,96,0,0,0,0,0,0,0,0,132,9,87,0,2,0,34,0,0,0,0,44,8,80,0,0,0,0,0,0,0,0,57,54,3,3.57454144,573.277585076777,14465.6559817515,0.00558522
1887,0019013,3008,110010019013008,110010019013008,14140,0,184,182,25,117,1,1,0,38,2,0,0,0,53,12,117,1,1,0,0,0,0,0,0,124,18,82,1,1,0,22,0,0,0,0,29,11,82,1,1,0,0,0,0,0,0,56,52,4,3.49371024,569.788041391853,14138.543711594,0.00545892
1888,0019013,3009,110010019013009,110010019013009,9758,0,116,108,12,63,0,0,0,33,2,0,0,0,47,8,61,0,0,0,0,0,0,0,0,91,11,57,0,0,0,21,0,0,0,0,28,8,55,0,0,0,0,0,0,0,0,42,40,2,2.41093772,432.741528583112,9756.71880036983,0.00376709
1889,0019013,3010,110010019013010,110010019013010,9729,0,78,78,12,62,0,4,0,0,0,0,0,0,14,3,57,0,4,0,0,0,0,0,0,65,10,51,0,4,0,0,0,0,0,0,11,3,47,0,4,0,0,0,0,0,0,31,29,2,2.40376532,432.431767824709,9727.69311047835,0.00375588
1890,0019013,3011,110010019013011,110010019013011,10055,0,90,90,1,71,3,2,0,13,0,0,0,0,13,1,71,3,2,0,0,0,0,0,0,70,1,57,2,2,0,8,0,0,0,0,8,1,57,2,2,0,0,0,0,0,0,34,32,2,2.48442061,436.128754978743,10054.0934889673,0.00388191
1891,0019013,3012,110010019013012,110010019013012,14489,0,143,137,17,114,0,1,0,5,3,6,0,0,20,12,107,0,1,0,0,3,3,0,0,112,14,90,0,1,0,4,1,3,0,0,14,11,85,0,1,0,0,1,1,0,0,56,52,4,3.58004036,572.588996107323,14487.9093224562,0.00559381
1892,0019014,4000,110010019014000,110010019014000,15763,0,50,38,7,27,0,4,0,0,11,6,1,0,0,7,27,0,4,0,0,11,6,1,0,40,5,26,0,3,0,0,5,3,1,0,0,5,26,0,3,0,0,5,3,1,0,23,20,3,3.89462214,506.498857992489,15760.9766227297,0.00608535
1893,0019014,4001,110010019014001,110010019014001,15920,0,61,54,19,32,2,1,0,0,6,4,1,0,1,18,32,2,1,0,0,6,4,1,0,52,17,26,2,1,0,0,5,4,1,0,1,16,26,2,1,0,0,5,4,1,0,25,24,1,3.93365153,508.878238548286,15918.9229592523,0.00614633
